Months_loan_taken_for,Purpose,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant,Primary_applicant_age_in_years,Gender,Marital_status,Housing,Years_at_current_residence,Employment_status,Foreign_worker,Savings_account_balance,other_emi,employed_range,Principal_loan_amount_log
12,business,2,real estate,0,0,1,existing loans paid back duly till now,0,23,0,divorced/separated/married,0,4,unskilled - resident,1,Low,0,4 years - 7 years,13.642346938955086
30,electronic equipment,4,car or other,0,0,2,critical/pending loans at other banks,0,25,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,4 years - 7 years,15.568355933693104
12,FF&E,4,No Property,0,0,2,delay in paying off loans in the past,1,55,1,single,0,4,skilled employee / official,1,High,0,7 years and up,14.256986103595471
24,new vehicle,4,No Property,0,0,1,existing loans paid back duly till now,1,32,0,divorced/separated/married,0,4,skilled employee / official,1,None,0,4 years - 7 years,14.066269276311456
6,new vehicle,1,real estate,0,0,3,critical/pending loans at other banks,0,74,1,single,1,1,unemployed / unskilled - non-resident,0,Low,0,1 year - 4 years,14.077105295652736
15,electronic equipment,3,No Property,0,0,2,critical/pending loans at other banks,1,39,1,single,0,4,skilled employee / official,1,None,0,1 year - 4 years,14.055314550171593
24,new vehicle,2,real estate,0,1,1,existing loans paid back duly till now,0,31,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.146970252761944
12,new vehicle,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1,35,1,single,1,3,skilled employee / official,1,Low,0,7 years and up,13.445895102749809
15,new vehicle,1,car or other,0,0,1,critical/pending loans at other banks,0,59,0,divorced/separated/married,1,4,skilled employee / official,1,None,0,7 years and up,15.433908211769849
18,FF&E,4,real estate,0,0,2,critical/pending loans at other banks,1,24,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.568811661343966
12,electronic equipment,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,24,1,single,1,3,unskilled - resident,1,Low,0,1 year - 4 years,14.610311392250718
21,new vehicle,4,No Property,0,0,1,critical/pending loans at other banks,1,30,1,single,0,4,management / self-employed / highly qualified employee / officer,1,None,0,7 years and up,16.355536506973355
24,new vehicle,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,27,1,married/widowed,1,3,skilled employee / official,1,Low,0,4 years - 7 years,14.716890677102676
12,electronic equipment,3,real estate,0,1,2,existing loans paid back duly till now,0,40,1,married/widowed,1,3,unskilled - resident,1,Low,1,7 years and up,13.959610901938031
30,FF&E,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,31,1,divorced/separated/married,1,4,unskilled - resident,1,Low,0,0 year - 1 year,14.949489990469676
10,used vehicle,1,real estate,0,0,1,existing loans paid back duly till now,0,31,0,divorced/separated/married,0,4,skilled employee / official,1,None,0,0 year - 1 year,14.880566063103542
12,FF&E,1,car or other,0,0,3,critical/pending loans at other banks,0,28,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,15.101155510934236
12,electronic equipment,2,real estate,0,0,2,critical/pending loans at other banks,0,63,1,single,1,4,unskilled - resident,1,Low,0,7 years and up,14.3193115667933
24,used vehicle,2,real estate,0,0,1,existing loans paid back duly till now,0,26,0,divorced/separated/married,0,4,skilled employee / official,1,None,0,7 years and up,14.849406531912692
36,education,3,No Property,0,0,2,critical/pending loans at other banks,1,25,0,divorced/separated/married,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,15.903044269541446
21,used vehicle,1,car or other,0,0,1,critical/pending loans at other banks,0,36,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,15.001828427051487
24,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,52,1,single,1,4,skilled employee / official,1,Low,1,7 years and up,14.614368192946332
12,new vehicle,2,No Property,0,0,3,critical/pending loans at other banks,0,66,1,single,0,4,unemployed / unskilled - non-resident,1,High,1,None,14.207552645740298
24,new vehicle,4,real estate,0,0,1,existing loans paid back duly till now,1,25,0,divorced/separated/married,0,4,skilled employee / official,1,None,0,1 year - 4 years,14.131050958544453
36,new vehicle,4,car or other,0,0,2,critical/pending loans at other banks,0,37,1,single,1,4,skilled employee / official,1,Low,0,4 years - 7 years,15.07822385731281
18,electronic equipment,4,real estate,0,1,1,existing loans paid back duly till now,0,25,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,4 years - 7 years,15.070841654565353
36,used vehicle,4,car or other,0,0,2,critical/pending loans at other banks,0,38,1,single,1,2,management / self-employed / highly qualified employee / officer,1,High,0,7 years and up,15.557904697647
18,FF&E,2,car or other,0,0,1,existing loans paid back duly till now,0,67,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,None,15.169281727378603
39,electronic equipment,2,real estate,0,1,2,critical/pending loans at other banks,1,25,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,15.411457880215876
24,new vehicle,4,real estate,0,0,1,critical/pending loans at other banks,0,60,1,single,1,4,skilled employee / official,1,High,0,7 years and up,14.47819853103951
12,education,2,real estate,0,0,1,paid,0,31,1,single,1,2,unskilled - resident,1,Low,0,1 year - 4 years,14.15910026235435
12,new vehicle,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,23,0,divorced/separated/married,1,2,unskilled - resident,1,Low,1,0 year - 1 year,13.63638389206684
20,used vehicle,1,real estate,0,0,1,existing loans paid back duly till now,0,60,1,divorced/separated/married,1,4,management / self-employed / highly qualified employee / officer,1,None,0,None,15.682377499679134
18,business,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,35,1,single,1,2,unskilled - resident,1,High,0,1 year - 4 years,14.478713862151148
22,electronic equipment,3,car or other,0,0,1,existing loans paid back duly till now,0,40,1,single,1,4,skilled employee / official,1,High,0,7 years and up,14.799459938312244
48,used vehicle,4,car or other,0,0,2,critical/pending loans at other banks,0,38,1,single,1,3,skilled employee / official,1,None,0,7 years and up,14.827475039906712
48,education,4,No Property,0,0,1,delay in paying off loans in the past,1,50,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,15.643923344840363
40,education,4,No Property,0,0,1,critical/pending loans at other banks,1,27,1,single,1,3,skilled employee / official,1,Low,1,1 year - 4 years,15.606936638291092
21,business,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,39,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,7 years and up,13.987781778904727
24,used vehicle,3,car or other,0,0,1,existing loans paid back duly till now,0,41,1,single,1,4,management / self-employed / highly qualified employee / officer,1,None,0,7 years and up,15.658121557349762
6,FF&E,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,27,1,married/widowed,1,2,skilled employee / official,1,None,0,1 year - 4 years,14.015180753092842
24,FF&E,3,No Property,0,0,1,existing loans paid back duly till now,0,51,1,divorced/separated/married,0,4,skilled employee / official,1,Low,0,7 years and up,14.877458862260792
24,FF&E,4,No Property,0,0,1,existing loans paid back duly till now,0,32,1,single,0,3,skilled employee / official,1,High,0,7 years and up,14.934578855199764
9,FF&E,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,22,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,0 year - 1 year,14.648854369017505
18,used vehicle,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,51,1,single,0,4,skilled employee / official,1,None,0,7 years and up,15.831879170668149
12,FF&E,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,22,0,divorced/separated/married,0,4,unskilled - resident,1,Low,0,0 year - 1 year,14.045033716242523
24,new vehicle,4,car or other,0,0,2,delay in paying off loans in the past,0,54,1,married/widowed,1,4,skilled employee / official,1,None,0,7 years and up,13.482831119581755
9,new vehicle,4,real estate,0,0,1,existing loans paid back duly till now,0,35,1,single,1,2,unemployed / unskilled - non-resident,1,None,0,0 year - 1 year,14.253120119399004
24,education,4,No Property,0,0,2,critical/pending loans at other banks,0,54,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,14.28363742719715
18,electronic equipment,3,real estate,0,1,2,critical/pending loans at other banks,0,48,0,divorced/separated/married,0,4,unskilled - resident,1,Low,1,7 years and up,14.400515579904516
20,FF&E,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,24,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,7 years and up,15.267592659622167
12,electronic equipment,4,car or other,0,0,2,critical/pending loans at other banks,0,35,1,single,1,4,skilled employee / official,1,None,0,7 years and up,13.791217865395229
12,new vehicle,1,real estate,0,0,1,existing loans paid back duly till now,0,24,0,divorced/separated/married,0,2,unemployed / unskilled - non-resident,1,None,0,None,15.826673258890816
36,new vehicle,2,car or other,0,0,1,existing loans paid back duly till now,1,24,1,single,1,1,skilled employee / official,1,Low,0,4 years - 7 years,16.04240180658912
6,electronic equipment,3,real estate,0,0,1,existing loans paid back duly till now,0,26,1,married/widowed,1,3,unskilled - resident,0,Low,0,0 year - 1 year,13.287877815881902
12,electronic equipment,4,real estate,0,0,4,critical/pending loans at other banks,0,65,1,single,1,4,skilled employee / official,1,None,0,7 years and up,13.742939865129438
42,used vehicle,1,No Property,0,0,1,paid,0,55,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,1,None,16.04369532838207
15,new vehicle,2,real estate,0,0,2,paid,1,26,0,divorced/separated/married,0,1,unemployed / unskilled - non-resident,1,Low,0,0 year - 1 year,14.390999695055989
8,business,3,real estate,0,0,1,existing loans paid back duly till now,0,26,1,married/widowed,1,2,skilled employee / official,1,Low,0,0 year - 1 year,13.717897729097274
6,electronic equipment,3,real estate,0,1,1,existing loans paid back duly till now,0,28,1,married/widowed,1,3,unskilled - resident,1,Low,1,4 years - 7 years,13.089840185698767
36,used vehicle,4,car or other,0,0,2,critical/pending loans at other banks,1,24,1,single,1,4,skilled employee / official,1,Low,0,4 years - 7 years,16.08028993622242
48,FF&E,3,car or other,0,0,1,existing loans paid back duly till now,1,54,1,single,1,4,skilled employee / official,1,Low,0,1 year - 4 years,14.930979963698809
48,new vehicle,4,No Property,0,0,1,existing loans paid back duly till now,1,46,1,single,0,4,skilled employee / official,1,Low,0,4 years - 7 years,15.184404404403995
36,new vehicle,2,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,0,54,0,divorced/separated/married,0,2,skilled employee / official,1,Low,0,1 year - 4 years,15.821305559475812
6,FF&E,1,real estate,0,0,1,existing loans paid back duly till now,0,62,1,divorced/separated/married,1,4,skilled employee / official,1,High,0,1 year - 4 years,14.10668651967031
6,electronic equipment,1,car or other,0,0,2,critical/pending loans at other banks,0,24,0,divorced/separated/married,0,2,skilled employee / official,1,Low,0,4 years - 7 years,14.25634280990973
36,None,2,car or other,1,0,1,existing loans paid back duly till now,0,43,1,divorced/separated/married,1,3,management / self-employed / highly qualified employee / officer,1,Low,0,None,16.579121601171703
18,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,1,26,1,married/widowed,1,3,skilled employee / official,1,Low,1,1 year - 4 years,14.111904571018076
12,new vehicle,3,real estate,0,0,2,existing loans paid back duly till now,0,27,1,married/widowed,1,2,skilled employee / official,1,Low,0,1 year - 4 years,13.911729415704816
12,electronic equipment,3,car or other,0,0,1,existing loans paid back duly till now,0,24,1,married/widowed,1,1,skilled employee / official,1,Low,0,1 year - 4 years,14.919442008109984
36,FF&E,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,41,1,single,1,2,skilled employee / official,1,Low,1,7 years and up,14.813196928042425
8,new vehicle,4,real estate,0,0,2,critical/pending loans at other banks,0,47,1,single,1,4,unskilled - resident,1,Low,0,7 years and up,13.502168738731916
18,FF&E,3,car or other,0,0,2,critical/pending loans at other banks,0,35,1,divorced/separated/married,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,0 year - 1 year,15.14523456759577
21,new vehicle,4,car or other,0,0,2,critical/pending loans at other banks,0,30,1,married/widowed,1,3,skilled employee / official,1,Low,0,7 years and up,14.286763406610442
18,new vehicle,1,real estate,0,0,3,critical/pending loans at other banks,1,33,0,divorced/separated/married,0,4,skilled employee / official,1,Low,1,7 years and up,15.193268588061878
18,business,2,car or other,0,0,2,paid,1,36,1,single,1,2,skilled employee / official,1,Low,1,1 year - 4 years,15.24222683358308
36,used vehicle,3,No Property,0,0,1,existing loans paid back duly till now,1,47,1,single,0,4,skilled employee / official,1,None,0,7 years and up,15.935974074167031
48,business,4,No Property,0,0,1,delay in paying off loans in the past,0,38,1,single,0,4,skilled employee / official,1,None,0,1 year - 4 years,15.714778234907614
24,business,4,car or other,0,0,2,delay in paying off loans in the past,0,44,1,single,1,2,skilled employee / official,1,High,0,1 year - 4 years,14.68050799545088
18,new vehicle,4,car or other,0,0,1,existing loans paid back duly till now,1,23,0,divorced/separated/married,0,3,skilled employee / official,1,Low,0,0 year - 1 year,14.01107734150825
45,business,2,car or other,0,0,2,paid,1,29,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,16.284965103193354
24,electronic equipment,2,car or other,0,0,1,existing loans paid back duly till now,0,42,0,divorced/separated/married,1,4,skilled employee / official,1,None,0,7 years and up,15.441608911291482
15,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,1,25,0,divorced/separated/married,1,3,unskilled - resident,1,Low,0,0 year - 1 year,14.660090442284428
12,new vehicle,4,car or other,0,0,2,paid,1,48,1,single,1,4,skilled employee / official,1,Low,1,1 year - 4 years,13.894321738388564
12,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,21,0,divorced/separated/married,1,2,skilled employee / official,1,None,0,1 year - 4 years,13.694472229587218
4,FF&E,1,real estate,0,0,1,existing loans paid back duly till now,0,23,0,divorced/separated/married,0,3,unskilled - resident,1,Low,0,0 year - 1 year,13.306350213517344
24,used vehicle,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,63,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,14.899685798834614
24,electronic equipment,4,real estate,1,0,2,critical/pending loans at other banks,0,46,1,married/widowed,1,3,skilled employee / official,1,Low,0,7 years and up,14.775243847681264
36,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,29,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,15.460122545406028
21,used vehicle,3,real estate,0,0,2,delay in paying off loans in the past,0,28,1,single,1,2,unskilled - resident,1,Low,1,1 year - 4 years,14.911786786834837
18,FF&E,4,real estate,0,0,1,existing loans paid back duly till now,1,23,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,0 year - 1 year,14.479743728359578
24,business,4,car or other,0,0,1,paid,0,50,1,single,1,4,skilled employee / official,1,Low,1,4 years - 7 years,14.259555148039912
18,FF&E,4,building society savings agreement/life insurance,0,0,3,existing loans paid back duly till now,0,47,1,single,1,4,skilled employee / official,1,Low,1,7 years and up,15.045735733434276
21,FF&E,2,car or other,0,0,1,existing loans paid back duly till now,0,35,1,single,1,3,skilled employee / official,1,None,0,4 years - 7 years,15.1957868467586
18,new vehicle,2,car or other,0,0,2,existing loans paid back duly till now,1,68,1,single,0,4,skilled employee / official,1,None,0,1 year - 4 years,15.726681366072816
24,new vehicle,4,real estate,0,0,1,existing loans paid back duly till now,0,28,1,married/widowed,1,2,skilled employee / official,1,Low,0,0 year - 1 year,14.037853789107714
9,electronic equipment,3,real estate,0,0,1,existing loans paid back duly till now,0,59,1,single,1,4,skilled employee / official,1,Low,0,4 years - 7 years,14.125932117385544
12,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,1,57,1,single,1,4,unskilled - resident,1,Low,1,7 years and up,13.471610805514263
20,new vehicle,4,building society savings agreement/life insurance,0,1,2,critical/pending loans at other banks,1,33,1,married/widowed,0,2,skilled employee / official,0,Low,1,1 year - 4 years,14.619751786029806
24,used vehicle,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,43,1,single,1,4,skilled employee / official,1,None,0,4 years - 7 years,15.212250176945703
15,electronic equipment,4,No Property,0,0,2,critical/pending loans at other banks,0,35,1,single,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.201452999583577
18,new vehicle,4,No Property,0,0,2,paid,1,32,1,single,0,4,unskilled - resident,1,Low,0,4 years - 7 years,14.181541596827032
36,new vehicle,2,car or other,0,0,2,delay in paying off loans in the past,0,45,1,single,1,2,skilled employee / official,1,Low,0,7 years and up,16.20197713493902
24,new vehicle,4,real estate,0,0,1,existing loans paid back duly till now,0,33,1,married/widowed,1,3,skilled employee / official,1,Low,0,0 year - 1 year,14.20349035173142
10,education,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,40,0,divorced/separated/married,1,3,skilled employee / official,1,None,0,4 years - 7 years,13.703461054155651
15,FF&E,4,No Property,0,0,1,critical/pending loans at other banks,0,28,1,single,0,2,skilled employee / official,1,Low,0,1 year - 4 years,15.022379165402237
15,new vehicle,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,29,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.191502026088267
9,new vehicle,1,real estate,0,1,1,existing loans paid back duly till now,0,26,1,single,0,2,skilled employee / official,0,Low,0,1 year - 4 years,15.090035018241156
24,used vehicle,4,real estate,0,0,2,critical/pending loans at other banks,0,27,1,single,1,2,skilled employee / official,1,High,0,1 year - 4 years,15.574057892986216
18,business,4,car or other,0,0,1,delay in paying off loans in the past,1,28,1,married/widowed,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.589776789809012
24,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,1,35,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,0 year - 1 year,14.707098677198058
27,FF&E,4,real estate,0,0,2,critical/pending loans at other banks,0,32,1,single,1,2,unskilled - resident,1,High,1,0 year - 1 year,15.32534910517562
10,FF&E,2,real estate,0,0,1,existing loans paid back duly till now,1,25,1,single,0,2,unskilled - resident,1,Low,1,1 year - 4 years,14.608503073493935
15,FF&E,2,car or other,0,0,1,existing loans paid back duly till now,0,20,0,divorced/separated/married,0,4,skilled employee / official,1,High,0,1 year - 4 years,14.613468102876563
18,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,27,0,divorced/separated/married,1,1,skilled employee / official,1,Low,1,0 year - 1 year,14.686385426307949
12,FF&E,2,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0,42,1,single,1,4,skilled employee / official,1,Low,1,7 years and up,15.018783117175817
36,business,3,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0,37,1,single,1,2,skilled employee / official,1,None,0,7 years and up,15.818206035398791
12,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,24,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,7 years and up,13.38779984090879
36,FF&E,2,car or other,0,0,2,delay in paying off loans in the past,0,40,0,divorced/separated/married,1,4,skilled employee / official,1,High,0,4 years - 7 years,15.85386965454288
6,new vehicle,1,real estate,0,0,2,critical/pending loans at other banks,0,46,1,single,1,4,skilled employee / official,0,Low,0,7 years and up,14.110416475505374
24,business,4,real estate,0,0,2,critical/pending loans at other banks,0,26,1,single,1,1,skilled employee / official,1,Low,0,4 years - 7 years,14.139042283309752
15,FF&E,4,real estate,0,0,1,existing loans paid back duly till now,0,24,0,divorced/separated/married,1,1,skilled employee / official,1,None,0,0 year - 1 year,13.680835654637672
12,FF&E,2,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,0,29,1,single,1,2,unskilled - resident,1,Low,0,1 year - 4 years,15.09366276046446
11,new vehicle,4,car or other,0,0,2,critical/pending loans at other banks,0,40,0,divorced/separated/married,1,4,skilled employee / official,1,High,0,1 year - 4 years,14.094656299393767
18,electronic equipment,3,No Property,1,0,1,paid,0,36,1,single,0,4,management / self-employed / highly qualified employee / officer,1,Low,1,0 year - 1 year,14.47819853103951
36,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,28,1,single,1,2,skilled employee / official,1,Low,0,7 years and up,15.095054549137284
9,new vehicle,3,No Property,0,0,1,existing loans paid back duly till now,1,27,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,0,0 year - 1 year,14.167574889345325
30,electronic equipment,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,36,1,single,1,3,skilled employee / official,1,None,0,4 years - 7 years,15.723867174776142
24,used vehicle,3,car or other,0,0,1,existing loans paid back duly till now,0,38,1,single,1,3,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,15.871427554597153
24,used vehicle,2,No Property,0,0,1,existing loans paid back duly till now,0,48,1,divorced/separated/married,0,4,skilled employee / official,1,None,0,1 year - 4 years,16.04304877663541
30,new vehicle,4,real estate,0,0,2,critical/pending loans at other banks,0,36,1,single,1,4,skilled employee / official,1,None,0,7 years and up,14.595294045183769
18,electronic equipment,4,car or other,0,0,2,critical/pending loans at other banks,0,65,0,divorced/separated/married,1,4,unemployed / unskilled - non-resident,1,Low,0,None,13.909000901051613
24,FF&E,3,car or other,0,0,1,existing loans paid back duly till now,1,43,1,divorced/separated/married,1,3,skilled employee / official,1,Low,0,4 years - 7 years,15.215954342188583
12,education,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,53,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,0 year - 1 year,13.58609739363647
24,business,4,No Property,0,0,2,critical/pending loans at other banks,0,34,1,single,1,3,skilled employee / official,1,None,0,4 years - 7 years,14.85401892256268
48,business,2,car or other,0,0,1,existing loans paid back duly till now,1,23,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,16.567386238606513
36,new vehicle,4,car or other,0,0,2,critical/pending loans at other banks,0,34,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,15.704699172523876
28,used vehicle,3,real estate,0,1,2,paid,0,40,1,single,0,4,skilled employee / official,1,None,1,0 year - 1 year,15.87270649069679
27,business,4,car or other,0,0,4,critical/pending loans at other banks,0,43,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,1,7 years and up,14.708327933652788
15,electronic equipment,4,car or other,0,0,2,critical/pending loans at other banks,0,46,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,14.419279927373005
12,new vehicle,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,38,1,single,1,4,unskilled - resident,0,Low,1,1 year - 4 years,14.59069844886043
36,used vehicle,3,car or other,0,0,2,critical/pending loans at other banks,0,34,1,single,1,4,skilled employee / official,1,Low,0,1 year - 4 years,15.573368475516649
18,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,29,1,single,1,3,skilled employee / official,1,None,0,1 year - 4 years,13.971659240454205
36,used vehicle,3,car or other,0,0,1,delay in paying off loans in the past,0,31,1,single,1,2,management / self-employed / highly qualified employee / officer,1,None,1,4 years - 7 years,16.00682883852973
21,electronic equipment,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,28,0,divorced/separated/married,0,4,management / self-employed / highly qualified employee / officer,1,Low,0,0 year - 1 year,14.773327036666927
12,FF&E,3,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0,35,0,divorced/separated/married,1,2,skilled employee / official,0,High,0,4 years - 7 years,14.280501645386463
15,FF&E,1,real estate,0,0,1,existing loans paid back duly till now,0,33,0,divorced/separated/married,0,4,unskilled - resident,1,None,1,4 years - 7 years,14.59758394771862
18,FF&E,2,car or other,1,0,1,existing loans paid back duly till now,1,42,1,single,1,3,skilled employee / official,1,Low,0,1 year - 4 years,15.239341522612891
16,new vehicle,2,building society savings agreement/life insurance,0,1,1,critical/pending loans at other banks,1,43,1,single,0,4,skilled employee / official,1,Low,1,7 years and up,14.780591454007862
20,new vehicle,2,real estate,0,0,2,critical/pending loans at other banks,0,44,1,divorced/separated/married,1,4,skilled employee / official,1,None,0,0 year - 1 year,15.06397860217676
36,used vehicle,2,No Property,0,0,2,critical/pending loans at other banks,0,42,1,single,0,4,skilled employee / official,1,None,0,7 years and up,16.1646929363351
15,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,0,40,1,married/widowed,0,2,skilled employee / official,1,None,0,1 year - 4 years,14.141932458731986
24,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,0,36,1,single,1,1,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,14.060806913919617
12,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,0,20,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,13.917164211690777
21,new vehicle,2,real estate,1,0,1,existing loans paid back duly till now,0,24,1,single,1,2,unskilled - resident,0,None,0,4 years - 7 years,15.140727069575574
36,education,2,car or other,0,0,1,existing loans paid back duly till now,0,27,1,married/widowed,1,2,skilled employee / official,1,None,0,1 year - 4 years,15.126811940042735
15,used vehicle,1,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,46,0,divorced/separated/married,1,2,unskilled - resident,1,Low,0,0 year - 1 year,15.09477634632564
9,new vehicle,1,real estate,0,0,1,existing loans paid back duly till now,0,33,0,divorced/separated/married,1,2,unskilled - resident,1,None,0,1 year - 4 years,14.977097645793773
36,electronic equipment,4,real estate,0,0,2,delay in paying off loans in the past,0,34,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,1 year - 4 years,15.30931312679945
24,FF&E,2,car or other,0,0,1,critical/pending loans at other banks,1,25,0,divorced/separated/married,1,4,unskilled - resident,1,Low,1,0 year - 1 year,15.370703455545978
30,electronic equipment,2,car or other,0,0,1,existing loans paid back duly till now,0,25,0,divorced/separated/married,1,4,skilled employee / official,1,None,0,7 years and up,14.911118337612086
11,business,1,real estate,0,0,1,existing loans paid back duly till now,0,28,1,divorced/separated/married,1,2,skilled employee / official,1,High,0,7 years and up,14.577250529989833
24,business,4,building society savings agreement/life insurance,0,0,1,paid,1,31,1,single,0,2,skilled employee / official,1,Low,0,1 year - 4 years,14.966398991197757
48,None,1,building society savings agreement/life insurance,0,0,1,paid,1,32,0,divorced/separated/married,1,2,management / self-employed / highly qualified employee / officer,0,Low,1,1 year - 4 years,16.729164720482657
10,used vehicle,1,real estate,1,0,1,existing loans paid back duly till now,0,32,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.862127551514003
6,new vehicle,1,No Property,0,0,1,existing loans paid back duly till now,1,68,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,1,7 years and up,16.516603278498984
24,FF&E,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,33,1,divorced/separated/married,1,1,skilled employee / official,1,Low,0,None,14.673748358389812
24,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,39,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,15.022977251544466
18,FF&E,4,No Property,0,0,2,critical/pending loans at other banks,0,28,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.412697347378309
48,electronic equipment,4,car or other,0,0,1,delay in paying off loans in the past,0,37,1,single,1,1,management / self-employed / highly qualified employee / officer,1,High,0,4 years - 7 years,16.360963395120258
9,electronic equipment,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,22,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,0 year - 1 year,14.127397319112871
12,new vehicle,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,30,1,single,0,4,skilled employee / official,1,Low,0,4 years - 7 years,14.509657238857304
24,FF&E,2,building society savings agreement/life insurance,0,0,1,paid,1,55,1,divorced/separated/married,1,1,skilled employee / official,1,Low,1,0 year - 1 year,15.742965742646229
